call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,is_dormant,churn_probability,predicted_churn,risk_score
18,1,31,0,650,41,9,15,2,1,2,71.595,1,0,0.9999996230832484,1,71.59497301464516
18,0,31,0,650,41,9,15,2,1,2,71.595,1,0,0.9999823677903162,1,71.5937376219477
0,1,7,0,1372,14,2,8,2,1,1,71.37,1,0,0.9999996986931325,1,71.36997849572887
2,0,39,0,808,15,20,9,4,1,2,70.575,1,0,0.999910610078022,1,70.5686913062564
6,0,38,0,710,11,8,2,2,1,2,68.445,1,0,0.9995879608005007,1,68.41679797699027
22,0,29,0,875,45,6,13,2,1,2,68.4,1,0,0.9999684103810476,1,68.39783927006366
8,0,40,2,498,11,12,6,3,1,1,68.36,1,0,0.9999265718231479,1,68.35498044983039
21,0,33,0,765,46,7,14,2,1,2,67.995,1,0,0.9999877036316008,1,67.9941639084307
1,0,4,0,1487,13,0,6,2,1,1,67.5,1,0,0.9999133560404604,1,67.49415153273108
6,0,37,0,843,13,8,2,3,1,2,66.24,1,0,0.9996809874619533,1,66.21886860947978
2,0,36,0,818,8,18,7,4,1,2,65.65,1,0,0.9999563259027674,1,65.64713279551668
1,1,40,0,708,9,19,8,4,1,2,65.425,1,0,0.9999824796949479,1,65.42385373404197
6,1,11,2,1602,24,0,6,3,1,1,65.04,1,0,0.9999998078618503,1,65.03998750333474
5,1,38,0,933,13,16,6,4,1,2,63.65,1,0,0.9999996045713422,1,63.64997483096593
5,0,38,0,933,13,16,6,4,1,2,63.65,1,0,0.9999764330588224,1,63.648499964194045
0,1,11,1,1263,15,3,9,3,1,1,63.12,1,0,0.9999995962098708,1,63.119974512767044
8,0,41,2,365,9,12,4,3,1,1,62.96,1,0,0.9999556849891236,1,62.95720992691522
3,1,8,0,1373,13,0,3,2,1,1,62.37,1,0,0.9999991567473187,1,62.36994740633026
0,0,26,0,825,10,21,3,4,1,2,73.375,0,0,0.8412516163246133,1,61.7268373478185
0,0,26,0,825,10,21,3,4,1,2,73.375,1,0,0.8412516163246133,1,61.7268373478185
3,0,9,1,1488,19,0,7,3,1,1,60.28,1,0,0.9999973305466144,1,60.27983908534992
3,1,9,1,1487,19,0,7,3,1,1,60.24,1,0,0.999999977090381,1,60.239998619924556
3,0,9,1,1487,19,0,7,3,1,1,60.24,1,0,0.9999973305466144,1,60.23983919212806
0,1,24,0,765,7,16,1,4,1,2,59.3,1,0,0.999724196819202,1,59.28364487137868
0,0,33,0,1253,27,2,29,3,1,2,59.2,1,0,0.9998270890155978,1,59.18976366972339
21,1,30,0,775,39,5,12,2,1,2,59.13,1,0,0.9999981925653604,1,59.12989312638976
2,0,41,0,628,13,17,5,4,1,2,58.525,1,0,0.9998755825180545,1,58.51771846686914
2,0,40,0,180,8,11,5,2,1,2,57.96,1,0,0.9998622847166739,1,57.95201802217842
0,0,7,0,1428,16,0,5,3,1,1,57.76,1,0,0.9999621179722932,1,57.757811934079655
0,1,40,0,583,11,17,8,4,1,2,57.35,1,0,0.9999630632052917,1,57.34788167482348
2,0,5,0,1408,17,0,3,3,1,1,57.0,1,0,0.9999722790822143,1,56.99841990768621
2,1,39,0,313,10,11,7,3,1,2,56.92,1,0,0.9999530507110191,1,56.917327646471215
24,0,35,0,660,43,7,4,3,1,2,56.12,1,0,0.9999131990890877,1,56.1151287328796
0,1,3,0,1228,9,0,1,2,1,1,55.665,1,0,0.9999998521293806,1,55.66499176878197
0,1,7,0,1183,13,0,5,2,1,2,53.82,1,0,0.9999995803695227,1,53.81997741548771
0,0,7,0,1182,13,0,5,2,1,1,53.775,1,0,0.9999150322446206,1,53.77043085895448
0,0,3,0,1182,7,0,4,2,1,1,53.505,1,0,0.9999547060011644,1,53.50257654459231
1,0,6,1,1308,11,0,2,3,1,1,52.76,1,0,0.9999913642155842,1,52.75954437601422
1,0,9,1,1297,18,0,4,3,1,1,52.6,1,0,0.9999934093683623,1,52.59965333277586
3,0,38,1,688,10,14,6,4,1,1,52.45,1,0,0.9998725878022003,1,52.44331723022541
0,0,12,1,1182,19,1,6,3,1,1,52.04,1,0,0.9998682224551516,1,52.03314229656609
1,0,35,0,1033,12,10,2,4,1,2,51.125,1,0,0.9993192036489014,1,51.09019428655008
0,1,5,0,1123,10,0,3,2,1,2,50.985,1,0,0.9999997336943266,1,50.98498642240524
1,1,9,1,1243,16,0,7,3,1,1,50.36,1,0,0.999999970907473,1,50.359998534900335
0,0,3,0,1103,11,0,1,2,1,1,50.13,1,0,0.9999451554329215,1,50.127250641852356
5,0,36,0,873,10,11,4,4,1,2,49.575,1,0,0.9999888164772628,1,49.574445576860306
2,0,37,0,190,1,9,3,2,1,2,49.095,1,0,0.9992742157016442,1,49.05936761987222
2,0,36,0,323,3,9,5,3,1,2,49.04,1,0,0.9998808833051395,1,49.03415851728404
1,0,40,0,213,4,10,6,3,1,2,48.68,1,0,0.9999100444759847,1,48.675620965090935
1,0,41,0,80,2,10,4,2,1,2,48.69,1,0,0.9996937749041548,1,48.67508990008329
0,1,6,0,1068,7,0,1,2,1,1,48.375,1,0,0.9999998522130097,1,48.37499285080435
15,0,29,0,590,38,4,13,2,1,2,46.26,1,0,0.9999459900681441,1,46.257501500552344
5,0,38,0,438,8,7,4,3,1,2,45.84,1,0,0.9996345272007902,1,45.82324672688422
5,0,38,0,305,6,7,2,2,1,2,45.495,1,0,0.9994426637627877,1,45.46964398788802
5,0,36,0,305,6,7,2,2,1,2,45.495,1,0,0.9994215547254505,1,45.46868363223437
5,0,37,0,305,6,7,2,2,1,2,45.495,1,0,0.9992690570553735,1,45.46174575073422
5,0,39,0,305,6,7,2,2,1,2,45.495,1,0,0.9984416117728618,1,45.42410112760635
5,0,33,0,305,6,7,2,2,1,2,45.495,1,0,0.997780152530774,1,45.39400803938756
0,0,4,0,1003,5,0,4,2,1,1,45.36,1,0,0.9996629847894395,1,45.344712990048976
0,1,37,0,503,9,13,7,4,1,2,45.3,1,0,0.9999805772256226,1,45.2991201483207
0,0,7,0,992,12,0,2,2,1,1,45.18,1,0,0.9999174724652344,1,45.17627140597929
2,1,10,1,1082,14,0,9,3,1,1,43.84,1,0,0.9999996748800677,1,43.83998574674217
3,0,33,0,933,7,8,5,4,1,2,43.5,1,0,0.9996695819501618,1,43.48562681483204
5,1,35,0,305,6,7,2,3,1,2,40.44,1,0,0.9999960087062835,1,40.439838592082104
5,0,36,0,305,6,7,2,3,1,2,40.44,1,0,0.9989939842775927,1,40.399316724185844
5,1,37,0,305,6,7,2,3,1,2,40.44,1,0,0.9987658254679695,1,40.39008998192469
5,1,38,0,305,6,7,2,3,1,2,40.44,1,0,0.9986545180408845,1,40.38558870957336
0,0,34,0,513,2,11,5,4,1,2,40.375,1,0,0.9996148867198459,1,40.359451051313776
5,0,32,0,305,6,7,2,3,1,2,40.44,1,0,0.9972309318784122,1,40.32801888516298
5,0,34,0,305,6,7,2,3,1,2,40.44,1,0,0.9971079207786738,1,40.32304431628957
0,1,38,0,403,3,12,6,4,1,2,40.15,1,0,0.9999962965507759,1,40.14985130651365
23,0,32,0,840,41,0,13,2,1,2,39.645,1,0,0.9999950060165752,1,39.644802013527126
5,0,35,0,305,6,7,2,2,1,2,45.495,1,0,0.8459488560550462,1,38.48644320622432
5,0,35,0,305,6,7,2,2,1,2,45.495,0,0,0.8459488560550462,1,38.48644320622432
0,1,36,0,628,7,9,4,4,1,2,38.375,1,0,0.9999984069180891,1,38.37493886548167
0,0,36,0,628,7,9,4,4,1,2,38.375,1,0,0.999860961532245,1,38.369664398799905
5,0,37,0,818,7,7,2,4,1,2,38.125,1,0,0.9998481798189772,1,38.11921185559851
2,0,41,0,133,8,8,3,3,1,2,37.64,1,0,0.9998155330320113,1,37.63305666332491
18,1,27,0,695,37,1,11,2,1,2,37.44,1,0,0.9999996162291912,1,37.439985631620914
3,0,38,0,743,12,7,3,4,1,2,36.375,1,0,0.9998466514595996,1,36.369421946842934
0,0,42,0,0,0,8,0,2,1,2,36.0,1,0,0.9996905476876857,1,35.988859716756686
0,0,41,0,0,0,8,0,2,1,2,36.0,1,0,0.9996905476876857,1,35.988859716756686
0,1,9,0,888,9,0,3,3,1,1,35.88,1,0,0.9999996671388656,1,35.8799880569425
0,0,40,0,88,6,8,6,3,1,2,35.76,1,0,0.9991230498413003,1,35.728640262324895
16,0,26,0,650,35,1,14,2,1,2,35.325,1,0,0.9999286570430602,1,35.322479810046104
0,0,37,0,875,14,0,11,2,1,2,40.005,0,0,0.8425103892862359,1,33.70462812339587
0,0,37,0,875,14,0,11,2,1,2,40.005,1,0,0.8425103892862359,1,33.70462812339587
0,0,39,0,323,7,10,3,4,1,2,33.25,1,0,0.9996867302317971,1,33.239583780207255
0,0,8,0,777,8,0,7,3,1,1,31.4,1,0,0.999707039324584,1,31.390801034791938
3,0,38,1,193,5,5,4,3,1,1,27.92,1,0,0.999809371540355,1,27.914677653406713
17,0,27,0,570,39,0,11,2,1,2,27.405,1,0,0.9999266764096816,1,27.402990567007325
0,0,36,0,383,4,7,4,4,1,1,27.175,1,0,0.9998628142562169,1,27.171271977412697
1,0,35,0,538,7,1,1,3,1,2,25.8,1,0,0.999790700074843,1,25.79460006193095
18,0,30,0,535,35,0,11,2,1,2,25.65,1,0,0.9999751104947139,1,25.64936158418941
3,1,39,1,60,3,5,2,2,1,1,25.335,1,0,0.9999961511689438,1,25.334902489865193
5,0,34,0,305,6,7,2,4,1,2,25.275,1,0,0.9998793361590976,1,25.271950221421193
5,0,38,0,305,6,7,2,4,1,2,25.275,1,0,0.9996838728112545,1,25.267009885304457
5,0,32,0,305,6,7,2,4,1,2,25.275,1,0,0.9996564582503578,1,25.26631698227779
5,0,35,0,305,6,7,2,4,1,2,25.275,1,0,0.9994690357077537,1,25.261579877513473
0,0,34,0,568,4,4,2,4,1,2,24.3,1,0,0.999093075690434,1,24.277961739277547
22,0,34,0,550,42,0,19,3,1,2,23.68,1,0,0.9999962691898704,1,23.67991165441613
16,0,28,0,470,33,0,10,2,1,2,22.635,1,0,0.9999106206046618,1,22.632976897386524
16,1,31,0,460,40,0,12,2,1,2,22.5,1,0,0.9999992765327761,1,22.499983721987462
0,0,6,0,472,2,0,5,2,1,1,21.33,1,0,0.9995555409039708,1,21.320519687481696
13,1,25,0,390,31,0,9,2,1,2,18.945,1,0,0.9998792640537364,1,18.942712657498035
0,0,31,0,628,1,1,3,4,1,2,18.225,1,0,0.9997766500537377,1,18.22092944722937
0,0,38,0,0,0,4,0,2,1,2,18.0,1,0,0.9988105776407055,1,17.9785903975327
19,0,33,0,355,37,0,2,2,1,2,17.64,1,0,0.9999697209559749,1,17.639465877663397
3,0,33,0,438,2,0,3,3,1,2,17.6,1,0,0.9996225484573723,1,17.593356852849755
0,0,37,0,8,4,4,5,3,1,2,16.48,1,0,0.9996777091956174,1,16.474688647543775
5,0,32,1,305,6,7,2,5,1,1,15.165,1,0,0.9991468584580867,1,15.152062108516883
0,0,39,0,0,0,3,0,2,1,2,13.5,1,0,0.9991598364873072,1,13.488657792578648
0,1,34,0,323,1,2,2,4,1,2,13.1,1,0,0.9999993744769922,1,13.099991805648598
0,0,34,0,323,1,2,2,4,1,2,13.1,1,0,0.9997718443861057,1,13.097011161457983
0,0,35,0,513,1,0,3,4,1,2,12.85,1,0,0.9968996080795418,1,12.810159963822112
17,0,32,0,245,36,0,17,2,1,2,12.645,1,0,0.9999928375991453,1,12.64490943144119
0,0,38,0,0,0,3,0,3,1,2,12.0,1,0,0.9999350538515648,1,11.999220646218777
0,0,36,0,438,6,0,1,4,1,2,11.1,1,0,0.9989680583288244,1,11.08854544744995
0,0,32,0,263,1,0,1,3,1,2,10.56,1,0,0.9965285402198214,1,10.523341384721315
3,0,38,0,248,7,0,1,3,1,2,10.2,1,0,0.9996024889465075,1,10.195945387254376
0,0,35,0,0,0,2,0,2,1,2,9.0,1,0,0.998618323953347,1,8.987564915580123
0,0,34,0,0,0,2,0,3,1,2,8.0,1,0,0.9991401453524444,1,7.9931211628195555
0,0,37,0,223,2,0,6,4,1,2,5.625,1,0,0.9992260904785971,1,5.620646758942109
0,0,36,0,133,2,0,2,3,1,2,5.4,1,0,0.9983213853034629,1,5.3909354806387
0,0,40,0,0,0,1,0,2,1,2,4.5,1,0,0.9996244679710369,1,4.498310105869666
0,0,36,0,0,0,1,0,2,1,2,4.5,1,0,0.9989805480839139,1,4.495412466377613
0,0,39,0,0,0,1,0,3,1,2,4.0,1,0,0.9999223456345637,1,3.999689382538255
7,0,31,0,50,2,0,1,2,1,2,2.34,1,0,0.9995838537529386,1,2.339026217781876
0,0,37,0,0,0,9,0,2,1,2,40.5,0,0,0.025457040799903977,0,1.031010152396111
5,0,32,1,305,6,7,2,3,1,1,40.44,0,0,0.022709469077491707,0,0.9183709294937645
2,1,27,1,1070,33,191,11,2,2,1,909.135,0,0,0.0008595925684096216,0,0.7814856896810813
5,0,38,0,305,6,7,2,3,1,2,40.44,0,0,0.012361759784770748,0,0.49990956569612904
5,0,34,0,5838,93,0,8,2,1,1,266.895,0,0,0.00151598780308703,0,0.4046095647049128
5,0,37,0,305,6,7,2,3,1,2,40.44,0,0,0.00919385992091789,0,0.3717996952019194
2,0,31,0,825,16,29,4,4,1,2,93.525,0,0,0.0035074093077945585,0,0.3280304555114861
4,0,27,1,1315,36,193,11,2,2,1,929.295,0,0,0.00031416685803922463,0,0.29195369034156127
0,0,36,0,1455,23,257,1,3,1,1,1087.12,0,0,0.00026552707662594007,0,0.28865979554159193
0,0,38,0,128,5,32,6,3,1,2,133.32,0,0,0.002056181584862253,0,0.2741301288938356
0,0,31,0,338,5,0,1,4,1,1,8.575,0,0,0.025242175778962785,0,0.21645165730460586
5,0,40,0,305,6,7,2,2,1,2,45.495,0,0,0.004201685350845112,0,0.19115567503669836
6,0,32,0,1970,44,37,21,3,1,2,228.56,0,0,0.0007145661698563094,0,0.16332124378235807
10,0,37,0,2160,51,54,25,3,1,2,304.44,0,0,0.0005352186034784836,0,0.16294195164298955
12,0,37,2,3855,39,15,16,3,1,1,215.76,0,0,0.000754299591682939,0,0.16274767990151093
0,0,39,0,73,2,5,4,2,1,1,25.875,0,0,0.006055743787147464,0,0.15669237049244064
13,0,40,3,3265,55,313,35,4,1,1,865.5,0,0,0.0001810272939914274,0,0.15667912294958042
1,0,35,0,5498,83,0,6,2,1,1,251.145,0,0,0.0005790811904304263,0,0.1454333455706494
3,0,34,0,1550,38,6,16,3,1,2,87.52,0,0,0.0016324939987006704,0,0.14287587476628266
5,0,28,0,305,6,7,2,4,1,2,25.275,0,0,0.0055673555255345486,0,0.1407149109078857
0,0,37,0,520,14,38,10,3,1,2,173.36,0,0,0.0007963006759183018,0,0.13804668517719682
5,0,39,0,580,10,7,2,2,1,2,58.05,0,0,0.0023763565402429463,0,0.13794749716110302
6,0,37,0,5803,89,0,8,2,1,1,265.14,0,0,0.0004968113733702668,0,0.13172456753539252
9,0,39,0,1780,30,28,28,2,1,2,207.45,0,0,0.0006202017194409885,0,0.12866084669803304
0,0,35,0,1170,18,14,24,2,1,2,116.46,0,0,0.0010894636241473323,0,0.1268789336681983
8,0,36,0,2533,58,22,30,3,1,2,191.64,0,0,0.0006610787836962545,0,0.1266891381075502
9,0,33,0,3085,53,174,24,2,1,1,924.21,0,0,0.0001363754730752108,0,0.1260395759708406
0,0,35,0,290,2,0,2,2,1,2,13.14,0,0,0.009490889495182715,0,0.12471028796670088
5,0,36,1,6213,99,21,25,2,1,1,378.54,0,0,0.0003284134418329981,0,0.1243176242714631
8,0,36,0,1855,44,13,18,3,1,2,127.96,0,0,0.0009655242160824612,0,0.12354847868991173
0,0,32,0,875,8,0,10,2,1,2,39.735,0,0,0.0030165681634670752,0,0.11986333597536424
0,0,3,0,3825,24,193,2,2,1,1,1041.705,0,0,0.00011456467954490321,0,0.11934259950532339
9,0,39,0,2550,39,260,16,3,1,1,1143.56,0,0,0.00010394597918329145,0,0.11886846395484477
2,0,44,0,318,11,15,5,3,1,2,73.16,0,0,0.0016212455812252206,0,0.11861032672243714
13,0,17,3,3043,45,7,17,3,1,1,151.52,0,0,0.000773884587198387,0,0.11725899265229961
11,0,39,0,6108,95,7,10,2,1,1,310.635,0,0,0.0003774258441565239,0,0.11724167709956179
0,0,29,0,1363,13,0,3,3,1,1,55.04,0,0,0.0021255014781152346,0,0.11698760135546252
4,0,33,0,5918,89,0,11,2,1,1,270.315,0,0,0.00042395890959459376,0,0.1146024526470626
0,0,30,0,5353,79,0,4,2,1,1,244.44,0,0,0.00046719121607623833,0,0.1142002208576757
11,0,37,0,2970,53,150,21,2,1,1,811.035,0,0,0.00014010065957589086,0,0.11362653843913263
6,0,38,0,2550,40,294,21,3,1,1,1279.6,0,0,8.713944055281e-05,0,0.11150362813137568
2,0,38,0,5318,85,0,15,2,1,1,243.135,0,0,0.0004579343751054584,0,0.11133987429126563
0,0,37,0,613,9,21,17,2,1,2,122.49,0,0,0.0008931233027961043,0,0.10939867335949481
4,0,31,1,1270,40,201,15,2,2,1,963.45,0,0,0.00011354656994285794,0,0.10939644281144649
3,0,33,0,3713,52,0,28,1,1,1,207.075,0,0,0.0005277529955522266,0,0.10928445155397733
0,0,42,0,13,5,8,3,3,1,2,32.72,0,0,0.0033387890082300286,0,0.10924517634928653
5,0,31,2,1395,38,203,15,2,2,1,977.985,0,0,0.00011085649007552854,0,0.10841598444651578
0,0,21,0,825,4,13,2,4,1,2,53.225,0,0,0.0020296175995660713,0,0.10802639673690415
17,0,34,1,6043,102,23,22,2,1,1,380.025,0,0,0.00028217989825445153,0,0.10723541583414793
0,0,8,1,2288,29,9,11,3,1,1,128.68,0,0,0.0008316417540656061,0,0.1070156609131622
1,0,38,0,723,10,8,2,2,1,2,68.985,0,0,0.0015472377840715114,0,0.10673619853417321
0,0,10,0,1130,10,6,6,2,1,1,78.3,0,0,0.0013549764904697045,0,0.10609465920377786
3,0,10,2,2593,35,16,13,3,1,1,169.12,0,0,0.0006272164227254233,0,0.1060748414113236
5,0,35,0,1015,14,12,9,2,1,2,100.305,0,0,0.0010455172051513151,0,0.10487060326270267
5,0,37,0,2765,44,286,16,3,1,1,1256.36,0,0,8.09430013474345e-05,0,0.10169354917286279
0,0,41,0,93,1,10,6,2,1,2,49.23,0,0,0.0020533938002134044,0,0.10108857678450589
21,0,35,0,1265,41,32,15,3,1,2,180.24,0,0,0.0005597428191444108,0,0.10088804572258861
5,0,31,0,1710,40,30,16,3,1,2,190.0,0,0,0.0005276369653773532,0,0.1002510234216971
2,0,33,0,3245,27,1,12,3,1,1,134.88,0,0,0.0007430697624377036,0,0.10022524955759746
10,0,36,3,3745,38,28,31,3,1,1,263.32,0,0,0.0003727902601862821,0,0.0981631313122518
4,0,38,0,5673,92,5,12,2,1,1,281.925,0,0,0.00034185864461632875,0,0.09637849838345848
5,0,5,1,4435,36,207,6,3,1,1,1006.84,0,0,9.541095503888907e-05,0,0.09606356597135508
11,1,38,0,2428,55,17,20,3,1,2,167.32,0,0,0.0005635318848244218,0,0.09429015496882225
5,0,33,0,920,10,7,7,2,1,2,73.35,0,0,0.00124741528902443,0,0.09149791144994193
1,0,30,0,905,12,31,7,4,1,2,100.425,0,0,0.0009004810717921504,0,0.0904308116347267
13,0,40,1,5773,102,34,28,2,1,1,417.375,0,0,0.00021625064458404673,0,0.09025761278326651
14,0,38,0,2680,61,53,22,4,1,2,201.025,0,0,0.0004413158038966188,0,0.08871550947831779
7,0,46,0,623,17,22,7,3,1,2,113.6,0,0,0.0007635104464979115,0,0.08673478672216274
8,0,38,2,2960,49,306,33,3,1,1,1344.36,0,0,6.424808560835965e-05,0,0.08637255636845437
4,0,31,0,2780,47,167,22,2,1,1,878.715,0,0,9.688831620869352e-05,0,0.08513721677732213
0,0,30,0,570,2,0,8,2,1,2,25.74,0,0,0.0032302899669913914,0,0.08314766375035841
0,0,28,0,600,6,24,5,4,1,2,75.15,0,0,0.0010993699106422125,0,0.08261764878476227
7,0,35,0,2665,39,284,19,3,1,1,1244.16,0,0,6.619003164575996e-05,0,0.08235098977238872
0,0,40,0,193,7,11,7,2,1,2,58.5,0,0,0.001405493105555043,0,0.08222134667497003
2,0,42,0,498,13,18,9,2,1,2,103.995,0,0,0.000778748417391921,0,0.08098594166667283
0,0,40,0,433,11,39,8,3,1,2,173.76,0,0,0.0004648860679357048,0,0.08077860316450806
11,0,42,0,1333,22,22,6,3,1,2,142.2,0,0,0.0005673624332365975,0,0.08067893800624416
5,0,34,0,755,10,7,4,3,1,2,58.6,0,0,0.001370470081784291,0,0.08030954679255946
9,0,28,1,1505,36,168,9,2,2,1,825.345,0,0,9.721643181044478e-05,0,0.08023709591259155
5,0,14,1,1740,22,20,10,2,1,1,169.29,0,0,0.0004706407603138042,0,0.0796747743135239
0,0,37,0,258,2,2,2,2,1,2,20.7,0,0,0.003841931823435091,0,0.07952798874510639
6,0,13,3,2673,37,20,14,3,1,1,188.4,0,0,0.00042109229409190016,0,0.07933378820691399
16,0,38,2,5933,103,24,23,2,1,1,379.62,0,0,0.00020442015187802006,0,0.07760197805593398
19,0,27,3,2130,48,47,30,2,1,1,309.51,0,0,0.0002494043589149167,0,0.07719314312775587
0,0,35,0,1478,25,25,8,4,1,1,100.075,0,0,0.0007709606293889144,0,0.07715388498609561
15,0,38,0,2643,60,334,22,2,1,1,1624.635,0,0,4.653910943669705e-05,0,0.07560906605968831
5,0,39,0,563,8,9,4,3,1,2,58.84,0,0,0.0012795538905898,0,0.07528895092230384
4,0,33,0,1973,25,0,7,3,1,1,79.92,0,0,0.0009399919488872868,0,0.07512415655507196
2,0,39,0,508,6,16,7,2,1,2,95.13,0,0,0.0007861720043834517,0,0.07478854277699776
0,0,39,0,318,5,7,4,2,1,2,46.035,0,0,0.0016005646051176772,0,0.07368199159659226
4,0,39,0,918,15,28,19,3,1,2,149.32,0,0,0.00048281799126819917,0,0.07209438245616749
11,0,40,1,2855,46,301,23,3,1,1,1320.04,0,0,5.4216339274594486e-05,0,0.0715677364960357
5,0,37,0,835,12,9,5,3,1,2,69.88,0,0,0.0010091093067657437,0,0.07051655835679016
13,0,30,0,880,33,21,12,2,1,2,135.585,0,0,0.0005195845327966913,0,0.0704478688792394
4,0,35,0,5738,87,0,7,3,1,1,233.0,0,0,0.00030218869076567773,0,0.07040996494840292
0,0,34,0,955,33,13,20,3,1,2,91.52,0,0,0.0007688072851295357,0,0.0703612427350551
0,0,26,0,580,7,19,3,4,1,1,62.175,0,0,0.0010985980804035153,0,0.06830533564908857
0,0,31,0,405,2,0,5,2,1,2,18.315,0,0,0.003704918861427378,0,0.06785558894704244
0,0,29,0,520,10,22,2,4,1,2,68.25,0,0,0.0009800626034421683,0,0.06688927268492799
3,0,13,1,2433,33,0,13,3,1,1,98.64,0,0,0.0006764512754501443,0,0.06672515381040223
0,0,33,0,653,8,0,4,3,1,1,26.44,0,0,0.0024921931980128203,0,0.06589358815545897
5,0,17,1,1820,24,24,11,3,1,1,169.76,0,0,0.00038540838635247693,0,0.06542692766719647
5,0,38,0,955,17,15,8,3,1,2,98.88,0,0,0.0006612842528947772,0,0.06538778692623556
9,1,39,0,2353,60,40,21,3,1,2,256.52,0,0,0.0002547158473987865,0,0.06533970917473671
9,0,35,0,6223,95,6,13,2,1,1,311.31,0,0,0.00020926583180827963,0,0.06514654610023553
16,0,33,0,960,35,25,13,3,1,2,139.8,0,0,0.00045707380399174916,0,0.06389891779804653
6,0,38,0,1310,24,34,23,3,1,2,189.36,0,0,0.00033182494965717,0,0.06283437246708172
14,0,39,1,5080,82,30,17,3,1,1,326.48,0,0,0.0001920574201635714,0,0.0627029065350028
0,0,32,0,1935,6,0,2,3,1,1,77.64,0,0,0.0008061535145373878,0,0.06258975886868279
5,0,41,0,623,11,14,6,3,1,2,81.36,0,0,0.0007685971672911656,0,0.06253306553080923
0,0,37,0,630,11,0,11,2,1,1,28.845,0,0,0.002159077822619711,0,0.06227859979346557
5,0,34,1,305,6,7,2,5,1,1,15.165,0,0,0.00401395486098118,0,0.060871625466779586
0,0,13,1,1837,28,0,17,3,1,1,74.6,0,0,0.0008066540438884664,0,0.060176391674079587
0,0,37,0,275,4,0,1,2,1,2,12.555,0,0,0.004695970725318302,0,0.058957912456371275
1,0,25,0,1230,15,22,1,4,1,2,86.125,0,0,0.0006845383360223238,0,0.058955864189922644
13,0,39,2,5225,94,10,25,3,1,1,252.76,0,0,0.00023246547747432088,0,0.05875797408640934
6,0,35,0,3030,22,7,12,3,1,1,150.08,0,0,0.00038829493468164406,0,0.058275303797021144
11,0,35,0,4675,71,4,18,2,1,1,231.57,0,0,0.00025099790698690576,0,0.058123585320957766
0,0,35,0,4903,78,0,10,2,1,1,224.145,0,0,0.00025213226867122195,0,0.056514187361311044
6,0,40,0,1028,16,15,4,3,1,2,101.76,0,0,0.0005530701069000544,0,0.056280414078149536
3,0,36,1,2655,43,299,31,3,1,1,1303.92,0,0,4.30764313706304e-05,0,0.056168220392792394
4,0,16,1,2253,35,10,4,3,1,1,131.52,0,0,0.0004256415016495718,0,0.05598037029695169
7,0,39,0,900,14,7,6,2,1,2,72.63,0,0,0.0007631013528382586,0,0.055424051256642716
19,0,40,3,7733,92,123,39,2,1,1,905.625,0,0,6.086147859062447e-05,0,0.05511767654863429
5,0,35,0,1910,47,40,20,3,1,2,238.28,0,0,0.00022846304088599995,0,0.05443817338231607
5,0,42,0,738,17,46,10,3,1,2,214.2,0,0,0.00025207436537026445,0,0.05399432906231064
11,0,31,0,655,29,18,11,2,1,2,111.78,0,0,0.00048131502714428444,0,0.053801393734188116
0,0,6,0,3970,28,176,4,2,1,1,971.91,0,0,5.52347360027799e-05,0,0.05368319226846181
6,0,38,0,1585,25,8,11,2,1,2,108.45,0,0,0.000492332661420084,0,0.053393477131008116
5,0,32,0,3390,74,15,22,2,1,1,223.38,0,0,0.00023561475341371557,0,0.05263162361755578
20,0,29,0,1605,41,38,24,3,1,2,217.84,0,0,0.00024110622258004046,0,0.05252257952683601
20,0,33,2,1790,48,41,21,2,1,1,267.21,0,0,0.00019616152928340845,0,0.05241632223981957
18,0,40,0,3143,70,36,34,3,1,2,272.52,0,0,0.00018985497706559037,0,0.05173927834991469
14,0,38,2,7428,86,116,37,2,1,1,860.13,0,0,5.991910939446714e-05,0,0.05153822356346302
0,0,30,0,780,14,29,7,4,1,2,92.35,0,0,0.0005413672829295701,0,0.0499952685785458
10,0,39,1,3070,50,293,18,3,1,1,1296.8,0,0,3.816972501060598e-05,0,0.049498499393753836
0,0,14,0,1948,29,3,2,3,1,1,91.08,0,0,0.0005425044126844118,0,0.04941130190729622
0,0,36,0,405,8,6,6,2,1,2,45.585,0,0,0.0010835974515084593,0,0.04939578982701311
3,0,36,0,623,5,6,5,2,1,2,55.26,0,0,0.0008879706951280866,0,0.04906926061277806
9,0,33,0,3775,76,24,27,2,1,1,281.295,0,0,0.0001735130257901504,0,0.04880834658964036
0,0,11,0,1390,14,13,11,2,1,1,121.68,0,0,0.0003998636666153007,0,0.04865541095374979
4,0,28,2,1430,42,225,15,3,2,1,958.88,0,0,5.040868484467595e-05,0,0.04833587972386288
5,0,37,0,1370,40,24,7,3,1,2,152.4,0,0,0.00031582803426078994,0,0.04813219242134439
7,1,33,0,2238,48,0,16,3,1,2,91.44,0,0,0.0005134309512887029,0,0.046948126185839
5,0,36,0,1000,12,7,8,2,1,2,77.04,0,0,0.0006032188296352914,0,0.046471978635102856
5,0,26,0,1070,13,23,3,4,1,2,84.575,0,0,0.00054830395270795,0,0.04637280680027487
9,0,38,2,3205,31,12,18,3,1,1,177.44,0,0,0.0002611034159836194,0,0.04633019013213342
